matchType,destinationScore,dateOverlapScore,budgetScore,interestScore,personalityScore,ageScore,destination_interest,date_budget,groupSizeScore,groupDiversityScore,compatibility,probability,label
user_user,0.3,0.9153509289044716,0.104,0.341,0.356,0.185,0.1023,0.095196496606065,0.0,0.0,0.4459,0.2228,0
user_user,1.0,0.0,0.515,0.671,0.859,0.338,0.671,0.0,0.0,0.0,0.1651,0.0098,0
user_group,0.0,0.6824281704988309,0.772,0.51,0.5,0.852,0.0,0.5268345476250974,0.6,1.0,0.1381,0.0071,0
user_group,0.7,0.0,0.505,0.727,0.5,0.381,0.5088999999999999,0.0,0.6,0.7,0.1457,0.0078,0
user_user,1.0,0.0,0.81,0.538,0.259,0.724,0.538,0.0,0.0,0.0,0.1617,0.0094,0
user_group,1.0,0.1718015335807742,0.792,0.409,0.5,0.821,0.409,0.1360668145959732,0.6,1.0,0.7737,0.9361,1
user_user,0.7,0.7547351448114942,0.839,0.482,0.214,0.831,0.3374,0.6332227864968436,0.0,0.0,0.7604,0.9259,1
user_user,1.0,0.90527184977937,0.355,0.288,0.239,0.243,0.288,0.3213715066716763,0.0,0.0,0.7499,0.9167,1
user_group,1.0,0.6541292940010321,0.42,0.452,0.5,0.654,0.452,0.2747343034804335,1.0,0.85,0.8632,0.9772,1
user_group,0.0,0.2006332210243732,0.839,0.601,0.5,0.716,0.0,0.1683312724394491,0.6,0.75,0.1012,0.0046,0
user_user,1.0,0.2041164925202884,0.192,0.523,0.337,0.83,0.523,0.0391903665638953,0.0,0.0,0.6165,0.6895,1
user_group,1.0,0.0,0.93,0.17,0.5,0.505,0.17,0.0,1.0,0.85,0.1712,0.0105,0
user_user,1.0,0.5924572634817761,0.17,0.63,0.609,0.651,0.63,0.1007177347919019,0.0,0.0,0.7515,0.9182,1
user_user,0.3,0.1132927625464106,0.532,0.707,0.59,0.446,0.2120999999999999,0.0602717496746904,0.0,0.0,0.3935,0.1326,0
user_user,0.7,0.984452295255276,0.507,0.451,0.317,0.762,0.3157,0.4991173136944249,0.0,0.0,0.7562,0.9223,1
user_user,1.0,0.1950766418104793,0.461,0.837,0.327,0.764,0.837,0.0899303318746309,0.0,0.0,0.7236,0.8893,1
user_group,1.0,0.8705657395811028,0.97,0.214,0.5,0.583,0.214,0.8444487673936697,1.0,0.85,0.9894,0.9949,1
user_group,1.0,0.0,0.491,0.607,0.5,0.619,0.607,0.0,1.0,0.7,0.1783,0.0114,0
user_group,1.0,0.5864039812164281,0.756,0.481,0.5,0.767,0.481,0.4433214097996196,1.0,0.7,0.9146,0.9876,1
user_user,0.7,0.0,0.64,0.164,0.459,0.584,0.1148,0.0,0.0,0.0,0.1095,0.005,0
user_user,0.3,0.0,0.307,0.451,0.9,0.434,0.1353,0.0,0.0,0.0,0.0781,0.0035,0
user_user,1.0,0.6338897219047253,0.725,0.399,0.464,0.706,0.399,0.4595700483809258,0.0,0.0,0.8142,0.9597,1
user_user,1.0,0.1810720044332946,0.657,0.084,0.395,0.766,0.084,0.1189643069126745,0.0,0.0,0.5917,0.6226,1
user_group,0.3,0.0,0.811,0.703,0.5,0.709,0.2108999999999999,0.0,1.0,1.0,0.1269,0.0062,0
user_group,0.0,0.7112228368310745,0.804,0.819,0.5,0.923,0.0,0.5718231608121839,1.0,0.5,0.1509,0.0083,0
user_user,1.0,0.0,0.48,0.621,0.181,0.362,0.621,0.0,0.0,0.0,0.1478,0.008,0
user_user,0.0,0.1552150531599151,0.661,0.686,0.44,0.565,0.0,0.1025971501387039,0.0,0.0,0.073,0.0033,0
user_group,0.7,0.1248786307652176,0.676,0.149,0.5,0.584,0.1042999999999999,0.0844179543972871,0.8,0.85,0.5644,0.5431,1
user_group,0.3,0.3345810885294764,0.184,0.27,0.5,0.411,0.081,0.0615629202894236,0.8,1.0,0.4122,0.1606,0
user_user,0.0,0.2160911944054034,0.404,0.575,0.167,0.725,0.0,0.087300842539783,0.0,0.0,0.0601,0.0028,0
user_user,0.0,0.9516599854608798,0.202,0.535,0.407,0.8,0.0,0.1922353170630977,0.0,0.0,0.1051,0.0048,0
user_user,1.0,0.1556437970731953,0.247,0.651,0.976,0.751,0.651,0.0384440178770792,0.0,0.0,0.6879,0.8395,1
user_user,0.0,0.4201326958616368,0.484,0.437,0.386,0.217,0.0,0.2033442247970322,0.0,0.0,0.072,0.0032,0
user_group,0.3,0.1071228959915261,0.57,0.392,0.5,0.382,0.1176,0.0610600507151698,0.8,1.0,0.4301,0.1917,0
user_group,0.7,0.1352838792224889,0.834,0.85,0.5,0.775,0.595,0.1128267552715557,1.0,1.0,0.7532,0.9197,1
user_user,1.0,0.6740827682408088,0.911,0.341,0.256,0.562,0.341,0.6140894018673768,0.0,0.0,0.8279,0.9656,1
user_group,1.0,0.8939530669155072,0.673,0.198,0.5,0.719,0.198,0.6016304140341364,0.2,0.6,0.8821,0.9818,1
user_group,0.0,0.2375012155610854,0.69,0.272,0.5,0.324,0.0,0.1638758387371489,0.8,0.6,0.0837,0.0037,0
user_user,0.0,0.8276936235497747,0.564,0.761,0.517,0.519,0.0,0.4668192036820729,0.0,0.0,0.1219,0.0058,0
user_group,0.7,0.279112072835928,0.522,0.692,0.5,0.659,0.4843999999999999,0.1456965020203544,0.6,1.0,0.6892,0.8416,1
user_user,1.0,0.1436278419426028,0.398,0.76,0.119,0.55,0.76,0.0571638810931559,0.0,0.0,0.6544,0.7778,1
user_group,1.0,0.2506557762793512,0.568,0.72,0.5,0.567,0.72,0.1423724809266715,0.6,0.7,0.801,0.9531,1
user_group,0.0,0.8193449236310141,0.848,0.767,0.5,0.539,0.0,0.6948044952390999,0.4,0.75,0.151,0.0083,0
user_user,1.0,0.99688467937429,0.601,0.58,0.302,0.626,0.58,0.5991276923039482,0.0,0.0,0.9204,0.9884,1
user_group,0.0,0.2115320930702493,0.567,0.636,0.5,0.568,0.0,0.1199386967708313,1.0,0.75,0.0949,0.0042,0
user_user,1.0,0.0,0.445,0.625,0.322,0.367,0.625,0.0,0.0,0.0,0.1496,0.0081,0
user_group,1.0,0.1328604807432719,0.798,0.674,0.5,0.759,0.674,0.1060226636331309,1.0,0.85,0.8301,0.9665,1
user_group,1.0,0.0,0.782,0.802,0.5,0.345,0.802,0.0,0.8,0.5,0.1915,0.0134,0
user_user,0.0,0.6508910263718752,0.739,0.597,0.122,0.218,0.0,0.4810084684888158,0.0,0.0,0.1011,0.0046,0
user_user,1.0,0.0,0.391,0.481,0.312,0.384,0.481,0.0,0.0,0.0,0.1397,0.0072,0
user_group,0.7,0.5378113861301638,0.657,0.681,0.5,0.457,0.4767,0.3533420806875176,1.0,0.75,0.786,0.9444,1
user_user,1.0,0.3732291015054476,0.624,0.649,0.251,0.856,0.649,0.2328949593393993,0.0,0.0,0.7612,0.9265,1
user_user,1.0,0.0,0.463,0.949,0.55,0.132,0.949,0.0,0.0,0.0,0.1697,0.0103,0
user_user,0.7,0.8319778352907896,0.331,0.228,0.588,0.674,0.1596,0.2753846634812514,0.0,0.0,0.6487,0.7657,1
user_user,1.0,0.2330129985405421,0.729,0.611,0.982,0.808,0.611,0.1698664759360552,0.0,0.0,0.7846,0.9435,1
user_user,0.3,0.0,0.457,0.471,0.084,0.74,0.1412999999999999,0.0,0.0,0.0,0.072,0.0032,0
user_user,1.0,0.7640507993196667,0.838,0.459,0.339,0.82,0.459,0.6402745698298806,0.0,0.0,0.887,0.9828,1
user_group,0.3,0.2706786539122879,0.654,0.763,0.5,0.627,0.2289,0.1770238396586363,0.6,1.0,0.5507,0.5021,1
user_group,0.3,0.6637062333646125,0.739,0.62,0.5,0.578,0.186,0.4904789064564486,1.0,0.7,0.6679,0.8045,1
user_user,1.0,0.6820116868876811,0.675,0.692,0.549,0.687,0.692,0.4603578886491847,0.0,0.0,0.8891,0.9832,1
user_group,0.3,0.0,0.915,0.572,0.5,0.679,0.1715999999999999,0.0,0.8,0.85,0.1211,0.0058,0
user_user,0.0,0.8234515092203819,0.544,0.529,0.709,0.778,0.0,0.4479576210158877,0.0,0.0,0.1206,0.0057,0
user_user,0.3,0.0,0.345,0.516,0.429,0.584,0.1548,0.0,0.0,0.0,0.0744,0.0033,0
user_user,0.7,0.2498385166725198,0.269,0.857,0.714,0.485,0.5999,0.0672065609849078,0.0,0.0,0.5974,0.6385,1
user_group,0.3,0.5826251748899971,0.92,0.909,0.5,0.722,0.2727,0.5360151608987973,0.6,0.6,0.704,0.8639,1
user_group,0.3,0.0,0.445,0.149,0.5,0.514,0.0447,0.0,0.8,0.6,0.0825,0.0036,0
user_user,1.0,0.0,0.733,0.307,0.833,0.468,0.307,0.0,0.0,0.0,0.1544,0.0086,0
user_user,0.0,0.0,0.732,0.086,0.932,0.526,0.0,0.0,0.0,0.0,0.0552,0.0026,0
user_user,1.0,0.1901268015033232,0.429,0.774,0.668,0.417,0.774,0.0815643978449256,0.0,0.0,0.713,0.8761,1
user_group,1.0,0.8370253331227826,0.775,0.746,0.5,0.843,0.746,0.6486946331701565,1.0,0.7,1.0587,0.9978,1
user_user,0.3,0.8275553304722194,0.677,0.661,0.471,0.238,0.1983,0.5602549587296926,0.0,0.0,0.607,0.6646,1
user_user,0.7,0.6792941245861484,0.782,0.38,0.477,0.817,0.2659999999999999,0.531208005426368,0.0,0.0,0.7258,0.8918,1
user_group,1.0,0.8814525148360088,0.699,0.328,0.5,0.418,0.328,0.6161353078703702,0.8,0.75,0.9351,0.9903,1
user_user,1.0,0.2755227717381289,0.543,0.421,0.5,0.89,0.421,0.149608865053804,0.0,0.0,0.6894,0.8419,1
user_group,1.0,0.9465063233405054,0.825,0.104,0.5,0.55,0.104,0.7808677167559169,0.8,0.75,0.9407,0.9909,1
user_group,0.3,0.7483774122144499,0.621,0.608,0.5,0.649,0.1823999999999999,0.4647423729851733,0.8,0.85,0.6686,0.8058,1
user_group,1.0,0.6347566627413777,0.741,0.233,0.5,0.475,0.233,0.4703546870913608,0.8,0.75,0.85,0.9734,1
user_group,0.7,0.4371212083360289,0.91,0.649,0.5,0.285,0.4543,0.3977802995857863,0.6,1.0,0.7802,0.9406,1
user_user,1.0,0.2806416366926548,0.865,0.47,0.254,0.811,0.47,0.2427550157391464,0.0,0.0,0.7336,0.9005,1
user_user,0.7,0.0,0.404,0.3,0.257,0.451,0.21,0.0,0.0,0.0,0.1014,0.0046,0
user_group,0.3,0.2328660314901436,0.365,0.249,0.5,0.847,0.0747,0.0849961014939024,1.0,0.85,0.437,0.2049,1
user_user,0.0,0.3241080550220478,0.24,0.143,0.796,0.699,0.0,0.0777859332052914,0.0,0.0,0.0598,0.0028,0
user_group,1.0,0.593039561305767,0.686,0.463,0.5,0.674,0.463,0.4068251390557562,0.6,1.0,0.8893,0.9832,1
user_group,1.0,0.4930606086265595,0.568,0.204,0.5,0.496,0.204,0.2800584256998857,0.8,0.6,0.7605,0.9259,1
user_group,0.0,0.1812781556250765,0.823,0.721,0.5,0.387,0.0,0.1491919220794379,0.8,0.7,0.1004,0.0045,0
user_group,0.0,0.0,0.189,0.233,0.5,0.597,0.0,0.0,0.6,0.6,0.0465,0.0024,0
user_user,0.7,0.3035285511658935,0.733,0.653,0.768,0.594,0.4571,0.2224864280045999,0.0,0.0,0.6638,0.7967,1
user_user,1.0,0.4318414464237141,0.676,0.251,0.326,0.707,0.251,0.2919248177824307,0.0,0.0,0.6994,0.8573,1
user_group,1.0,0.950205763117258,0.536,0.109,0.5,0.858,0.109,0.5093102890308503,1.0,0.75,0.9031,0.9858,1
user_user,1.0,0.0,0.418,0.304,0.663,0.773,0.304,0.0,0.0,0.0,0.1428,0.0075,0
user_user,1.0,0.4281727250921137,0.307,0.755,0.963,0.375,0.755,0.1314490266032789,0.0,0.0,0.7755,0.9374,1
user_group,1.0,0.2408234331737311,0.618,0.696,0.5,0.705,0.696,0.1488288817013658,0.6,0.6,0.8032,0.9543,1
user_group,0.3,0.8016071283391202,0.657,0.233,0.5,0.141,0.0699,0.526655883318802,0.8,0.75,0.6056,0.6609,1
user_user,0.7,0.5206749133130926,0.702,0.372,0.635,0.446,0.2603999999999999,0.3655137891457909,0.0,0.0,0.6535,0.7759,0
user_group,0.0,0.0,0.277,0.813,0.5,0.543,0.0,0.0,0.8,0.7,0.0703,0.0032,0
user_group,0.3,0.2533610436815313,0.446,0.529,0.5,0.295,0.1587,0.1129990254819629,0.8,0.7,0.4534,0.2388,0
user_user,0.7,0.165615820264456,0.726,0.398,0.639,0.399,0.2786,0.1202370855119951,0.0,0.0,0.5516,0.5048,1
user_user,0.7,0.0,0.432,0.047,0.55,0.57,0.0329,0.0,0.0,0.0,0.0978,0.0044,0
user_group,1.0,0.7388228622595177,0.664,0.692,0.5,0.875,0.692,0.4905783805403197,0.8,0.85,0.992,0.9951,1
user_group,0.7,0.45292732136946,0.815,0.399,0.5,0.24,0.2793,0.3691357669161099,0.8,1.0,0.7278,0.8941,1
user_group,0.7,0.0,0.288,0.515,0.5,0.61,0.3605,0.0,0.8,0.5,0.1304,0.0065,0
user_user,0.3,0.1218954516669347,0.551,0.261,0.607,0.841,0.0783,0.067164393868481,0.0,0.0,0.3533,0.0862,1
user_group,0.0,0.95748818297474,0.877,0.374,0.5,0.647,0.0,0.8397171364688469,1.0,0.6,0.1588,0.0091,0
user_user,1.0,0.5125674931798201,0.861,0.805,0.762,0.532,0.805,0.4413206116278251,0.0,0.0,0.9073,0.9864,1
user_user,1.0,0.0,0.604,0.514,0.341,0.303,0.514,0.0,0.0,0.0,0.149,0.0081,0
user_user,0.7,0.1183822197550146,0.343,0.703,0.873,0.079,0.4920999999999999,0.04060510137597,0.0,0.0,0.5367,0.4602,1
user_user,1.0,0.3275741999184643,0.212,0.609,0.208,0.783,0.609,0.0694457303827144,0.0,0.0,0.659,0.7872,1
user_group,0.7,0.1299473424557728,0.054,0.527,0.5,0.846,0.3689,0.0070171564926117,0.8,0.85,0.5511,0.5033,1
user_user,1.0,0.0,0.482,0.572,0.613,0.34,0.572,0.0,0.0,0.0,0.1535,0.0085,0
user_group,1.0,0.9153191595788784,0.571,0.042,0.5,0.897,0.042,0.5226472401195394,0.6,0.75,0.8679,0.9784,1
user_user,1.0,0.2411970014600059,0.669,0.443,0.65,0.699,0.443,0.1613607939767439,0.0,0.0,0.708,0.8694,1
user_user,0.0,0.1074614187413857,0.431,0.495,0.582,0.64,0.0,0.0463158714775372,0.0,0.0,0.0583,0.0027,0
user_user,1.0,0.6552505690813075,0.488,0.704,0.193,0.738,0.704,0.3197622777116781,0.0,0.0,0.8198,0.9622,1
user_group,0.0,0.4239044160039248,0.466,0.211,0.5,0.806,0.0,0.1975394578578289,0.6,0.85,0.0924,0.0041,0
user_group,1.0,0.6294489827431986,0.411,0.423,0.5,0.796,0.423,0.2587035319074546,0.8,0.75,0.8401,0.9701,1
user_group,0.7,0.2999427244842685,0.294,0.595,0.5,0.595,0.4165,0.0881831609983749,0.4,0.6,0.6039,0.6563,0
user_user,1.0,0.8127733455658208,0.664,0.37,0.827,0.802,0.37,0.539681501455705,0.0,0.0,0.8836,0.9821,1
user_user,0.0,0.6248890081876453,0.886,0.265,0.148,0.144,0.0,0.5536516612542537,0.0,0.0,0.0961,0.0043,0
user_user,0.7,0.0,0.987,0.245,0.69,0.373,0.1714999999999999,0.0,0.0,0.0,0.1284,0.0063,0
user_user,0.0,0.6111941441691284,0.427,0.253,0.335,0.763,0.0,0.2609798995602178,0.0,0.0,0.0833,0.0037,0
user_group,1.0,0.6498882268657421,0.725,0.423,0.5,0.591,0.423,0.471168964477663,0.8,1.0,0.9115,0.9871,1
user_group,0.0,0.1122266748795138,0.698,0.398,0.5,0.531,0.0,0.0783342190659006,0.6,0.75,0.0802,0.0035,0
user_group,1.0,0.4142797327216596,0.559,0.792,0.5,0.847,0.792,0.2315823705914077,0.6,0.75,0.88,0.9813,1
user_group,0.0,0.7653705586908373,0.326,0.44,0.5,0.822,0.0,0.2495108021332129,0.6,1.0,0.1185,0.0056,0
user_user,0.3,0.8262670994440191,0.498,0.511,0.28,0.468,0.1533,0.4114810155231215,0.0,0.0,0.5416,0.4748,1
user_user,0.7,0.6225954583884781,0.791,0.276,0.673,0.465,0.1932,0.4924730075852861,0.0,0.0,0.6882,0.84,1
user_user,1.0,0.4357043422166739,0.753,0.285,0.292,0.438,0.285,0.3280853696891554,0.0,0.0,0.7061,0.8668,1
user_user,0.0,0.5103567141391319,0.74,0.533,0.213,0.955,0.0,0.3776639684629576,0.0,0.0,0.0994,0.0045,0
user_group,0.0,0.2649725385866097,0.677,0.731,0.5,0.84,0.0,0.1793864086231347,0.8,1.0,0.1105,0.0051,0
user_group,1.0,0.0,0.487,0.817,0.5,0.419,0.817,0.0,1.0,1.0,0.1909,0.0133,0
user_user,1.0,0.0,0.684,0.473,0.79,0.37,0.473,0.0,0.0,0.0,0.1596,0.0092,0
user_user,1.0,0.4523478531240284,0.13,0.858,0.93,0.859,0.858,0.0588052209061236,0.0,0.0,0.7934,0.9489,1
user_group,0.3,0.0,0.575,0.556,0.5,0.677,0.1668,0.0,0.6,1.0,0.1071,0.0049,0
user_user,0.3,0.1954652910518771,0.886,0.897,0.516,0.683,0.2691,0.1731822478719631,0.0,0.0,0.5106,0.384,0
user_group,1.0,0.7661273158053383,0.866,0.764,0.5,0.791,0.764,0.663466255487423,1.0,0.6,1.0521,0.9976,1
user_group,0.7,0.7426372901975657,0.731,0.347,0.5,0.669,0.2428999999999999,0.5428678591344206,1.0,0.85,0.8156,0.9603,1
user_user,1.0,0.152588012374068,0.774,0.117,0.334,0.471,0.117,0.1181031215775286,0.0,0.0,0.5897,0.6169,1
user_user,0.7,0.6114228012440679,0.527,0.69,0.362,0.471,0.4829999999999999,0.3222198162556238,0.0,0.0,0.6863,0.8369,1
user_user,0.3,0.3492053465815845,0.527,0.707,0.516,0.339,0.2120999999999999,0.184031217648495,0.0,0.0,0.4504,0.2323,1
user_user,1.0,0.2872862718784675,0.73,0.775,0.698,0.796,0.775,0.2097189784712813,0.0,0.0,0.8142,0.9597,1
user_group,1.0,0.0,0.888,0.614,0.5,0.414,0.614,0.0,0.8,0.85,0.1904,0.0132,0
user_user,0.7,0.2214001162947542,0.551,0.753,0.325,0.625,0.5271,0.1219914640784095,0.0,0.0,0.5931,0.6265,1
user_group,0.3,0.4826304466047501,0.965,0.655,0.5,0.584,0.1965,0.4657383809735838,0.6,1.0,0.6551,0.7792,1
user_group,0.0,0.5716911672770004,0.833,0.228,0.5,0.869,0.0,0.4762187423417413,0.8,0.5,0.1204,0.0057,0
user_group,0.7,0.0,0.351,0.686,0.5,0.554,0.4802,0.0,0.8,0.6,0.1414,0.0074,0
user_group,1.0,0.252616341702721,0.479,0.466,0.5,0.608,0.466,0.1210032276756033,1.0,0.7,0.7526,0.9192,1
user_user,0.3,0.5570652605253424,0.379,0.596,0.836,0.549,0.1788,0.2111277337391048,0.0,0.0,0.5017,0.359,0
user_user,0.3,0.0,0.433,0.324,0.408,0.312,0.0972,0.0,0.0,0.0,0.0667,0.003,0
user_user,1.0,0.2933355399125779,0.654,0.661,0.897,0.354,0.661,0.1918414431028259,0.0,0.0,0.7717,0.9346,1
user_user,1.0,0.6609809187384408,0.949,0.476,0.521,0.618,0.476,0.6272708918827803,0.0,0.0,0.8851,0.9824,1
user_user,0.0,0.1550746702363411,0.691,0.597,0.172,0.675,0.0,0.1071565971333117,0.0,0.0,0.0675,0.003,0
user_user,0.3,0.4484191452337878,0.688,0.591,0.649,0.576,0.1772999999999999,0.308512371920846,0.0,0.0,0.5144,0.3948,1
user_group,1.0,0.744736833239611,0.843,0.651,0.5,0.681,0.651,0.6278131504209921,1.0,0.85,1.0226,0.9966,1
user_group,0.7,0.9763179886478628,0.215,0.415,0.5,0.833,0.2905,0.2099083675592904,1.0,1.0,0.7986,0.9518,1
user_group,1.0,0.5421021491093454,0.672,0.504,0.5,0.873,0.504,0.3642926442014801,0.6,0.6,0.87,0.979,1
user_group,0.0,0.1841202878671748,0.724,0.415,0.5,0.794,0.0,0.1333030884158345,1.0,0.6,0.0937,0.0042,0
user_user,0.0,0.157510880064925,0.494,0.113,0.428,0.677,0.0,0.0778103747520729,0.0,0.0,0.0503,0.0025,0
user_user,1.0,0.9285049259466868,0.355,0.322,0.499,0.875,0.322,0.3296192487110738,0.0,0.0,0.8163,0.9607,1
user_user,0.7,0.8058791938956174,0.534,0.734,0.678,0.401,0.5137999999999999,0.4303394895402597,0.0,0.0,0.7747,0.9368,1
user_user,0.7,0.9360620581492812,0.669,0.129,0.743,0.595,0.0902999999999999,0.6262255169018692,0.0,0.0,0.7432,0.9104,1
user_group,1.0,0.0,0.21,0.111,0.5,0.282,0.111,0.0,0.6,0.6,0.13,0.0064,0
user_group,1.0,0.0,0.898,0.068,0.5,0.972,0.068,0.0,0.8,0.6,0.1646,0.0097,0
user_user,0.0,0.379764023357743,0.347,0.97,0.286,0.558,0.0,0.1317781161051368,0.0,0.0,0.0812,0.0036,0
user_group,1.0,0.0,0.776,0.718,0.5,0.515,0.718,0.0,0.6,1.0,0.1925,0.0135,0
user_user,0.7,0.2070134548558916,0.648,0.646,0.875,0.602,0.4522,0.1341447187466177,0.0,0.0,0.6275,0.7171,0
user_group,0.0,0.0,0.207,0.896,0.5,0.755,0.0,0.0,0.8,0.75,0.0735,0.0033,0
user_user,0.3,0.4515191774647306,0.429,0.518,0.242,0.873,0.1554,0.1937017271323694,0.0,0.0,0.4384,0.2076,0
user_group,0.7,0.1541515735838166,0.51,0.738,0.5,0.56,0.5166,0.0786173025277464,0.6,0.6,0.6345,0.7338,0
user_user,1.0,0.0,0.528,0.123,0.823,0.069,0.123,0.0,0.0,0.0,0.1314,0.0065,0
user_user,0.3,0.272108982168965,0.799,0.456,0.339,0.333,0.1368,0.2174150767530031,0.0,0.0,0.4224,0.1778,0
user_user,1.0,0.1270986735597236,0.26,0.104,0.813,0.85,0.104,0.0330456551255281,0.0,0.0,0.5538,0.5114,1
user_user,0.0,0.4231355841437175,0.737,0.488,0.592,0.732,0.0,0.3118509255139198,0.0,0.0,0.096,0.0043,0
user_user,0.0,0.2818840033274679,0.477,0.687,0.304,0.378,0.0,0.1344586695872021,0.0,0.0,0.0696,0.0031,0
user_user,1.0,0.2196897284264589,0.799,0.739,0.467,0.774,0.739,0.1755320930127407,0.0,0.0,0.7775,0.9388,1
user_user,0.7,0.3724864365793547,0.743,0.142,0.697,0.563,0.0993999999999999,0.2767574223784605,0.0,0.0,0.5826,0.5966,0
user_user,0.7,0.9633576936346128,0.595,0.765,0.044,0.514,0.5355,0.5731978277125945,0.0,0.0,0.7955,0.9501,1
user_group,0.0,0.7269375129472752,0.936,0.292,0.5,0.842,0.0,0.6804135121186495,0.8,0.85,0.1441,0.0076,0
user_group,0.0,0.1277083200069537,0.551,0.646,0.5,0.588,0.0,0.0703672843238315,0.6,1.0,0.0868,0.0038,0
user_group,1.0,0.4182467422830341,0.356,0.621,0.5,0.589,0.621,0.1488958402527601,1.0,0.6,0.8059,0.9557,1
user_user,1.0,0.6835806190146094,0.662,0.695,0.61,0.698,0.695,0.4525303697876714,0.0,0.0,0.893,0.984,1
user_user,1.0,0.7201116914278107,0.91,0.722,0.396,0.411,0.722,0.6553016391993078,0.0,0.0,0.93,0.9896,1
user_group,0.0,0.2493173503160741,0.552,0.474,0.5,0.945,0.0,0.1376231773744729,0.8,1.0,0.0976,0.0044,0
user_user,1.0,0.9407215881900785,0.488,0.273,0.43,0.51,0.273,0.4590721350367582,0.0,0.0,0.8151,0.9601,1
user_user,0.0,0.0,0.351,0.473,0.625,0.543,0.0,0.0,0.0,0.0,0.0466,0.0024,0
user_group,1.0,0.1152138210226397,0.933,0.388,0.5,0.354,0.388,0.1074944950141229,0.4,0.6,0.7204,0.8854,1
user_user,0.0,0.549419799776815,0.473,0.144,0.155,0.575,0.0,0.2598755652944334,0.0,0.0,0.0719,0.0032,0
user_group,0.3,0.8412099189703874,0.497,0.223,0.5,0.943,0.0669,0.4180813297282825,0.8,0.6,0.6139,0.6828,1
user_group,0.3,0.5489735187803668,0.835,0.837,0.5,0.565,0.2511,0.4583928881816063,0.8,0.85,0.6805,0.8272,0
user_user,1.0,0.4921681687897493,0.695,0.655,0.435,0.837,0.655,0.3420568773088757,0.0,0.0,0.8254,0.9646,1
user_group,1.0,0.6911463164984903,0.292,0.145,0.5,0.573,0.145,0.2018147244175591,1.0,0.75,0.7708,0.934,1
user_user,1.0,0.1846434864944437,0.861,0.507,0.345,0.585,0.507,0.158978041871716,0.0,0.0,0.7064,0.8672,0
user_user,1.0,0.3551101084006872,0.792,0.122,0.487,0.271,0.122,0.2812472058533443,0.0,0.0,0.6594,0.788,0
user_group,1.0,0.9124387602946668,0.661,0.2,0.5,0.526,0.2,0.6031220205547747,1.0,0.5,0.9108,0.987,1
user_group,0.0,0.7019891362062507,0.444,0.069,0.5,0.731,0.0,0.3116831764755753,0.8,1.0,0.1105,0.0051,0
user_group,0.3,0.1383244904847117,0.832,0.34,0.5,0.372,0.102,0.1150859760832801,1.0,0.75,0.4707,0.2786,1
user_group,0.3,0.8657332885840522,0.194,0.518,0.5,0.853,0.1554,0.1679522579853061,1.0,1.0,0.6243,0.7092,1
user_group,0.0,0.6370121793979948,0.916,0.775,0.5,0.646,0.0,0.5835031563285633,1.0,0.75,0.149,0.0081,0
user_user,1.0,0.1236840283581488,0.597,0.832,0.645,0.557,0.832,0.0738393649298148,0.0,0.0,0.7389,0.9061,1
user_group,0.0,0.2978045104995134,0.413,0.351,0.5,0.776,0.0,0.122993262836299,0.8,0.6,0.0843,0.0037,0
user_group,0.3,0.9612945239167948,0.478,0.829,0.5,0.543,0.2486999999999999,0.4594987824322279,0.8,0.85,0.7278,0.8941,1
user_group,0.0,0.0,0.468,0.401,0.5,0.593,0.0,0.0,1.0,0.75,0.0689,0.0031,0
user_group,1.0,0.9083875841204948,0.718,0.661,0.5,0.168,0.661,0.6522222853985153,0.8,0.75,1.0083,0.9959,1
user_user,1.0,0.1396553837780948,0.215,0.729,0.453,0.401,0.729,0.0300259075122903,0.0,0.0,0.6362,0.7378,0
user_user,0.7,0.5965338181368969,0.496,0.512,0.948,0.376,0.3584,0.2958807737959008,0.0,0.0,0.6841,0.8333,1
user_group,1.0,0.6480997969711741,0.586,0.819,0.5,0.594,0.819,0.379786481025108,1.0,0.85,0.9727,0.9938,1
user_group,0.3,0.548848173058652,0.631,0.485,0.5,0.525,0.1455,0.3463231972000093,0.8,0.85,0.5861,0.6066,1
user_user,0.0,0.1985400722117171,0.464,0.542,0.427,0.87,0.0,0.0921225935062367,0.0,0.0,0.0673,0.003,0
user_user,0.3,0.6797155724106139,0.411,0.629,0.8,0.807,0.1887,0.2793631002607623,0.0,0.0,0.5576,0.5228,0
user_group,0.3,0.9655533520325058,0.597,0.501,0.5,0.565,0.1503,0.5764353511634059,1.0,0.6,0.7055,0.866,1
user_user,0.7,0.0,0.496,0.312,0.16,0.901,0.2183999999999999,0.0,0.0,0.0,0.1091,0.005,0
user_group,1.0,0.0,0.507,0.302,0.5,0.332,0.302,0.0,0.6,0.75,0.1541,0.0086,0
user_group,1.0,0.0,0.619,0.254,0.5,0.615,0.254,0.0,0.4,0.85,0.158,0.009,0
user_group,1.0,0.3317359707387837,0.579,0.679,0.5,0.397,0.679,0.1920751270577557,0.6,0.85,0.8169,0.9609,1
user_group,0.0,0.6711626004445478,0.902,0.335,0.5,0.544,0.0,0.6053886656009821,1.0,0.5,0.1335,0.0067,0
user_group,0.0,0.1146977860667421,0.485,0.657,0.5,0.193,0.0,0.0556284262423699,0.8,1.0,0.0811,0.0036,0
user_user,0.7,0.2145632656281618,0.707,0.282,0.33,0.37,0.1973999999999999,0.1516962287991104,0.0,0.0,0.5153,0.3974,0
